fig_num,name,num_parts
fig-002682,Imperial Gunner with Open Mouth,4
fig-002683,Darth Vader,6
fig-002684,Emperor Palpatine,5
fig-002685,"Obi-Wan Kenobi, Old with Open Hood",5
fig-002686,Imperial Gunner with White Imperial Logo,4
fig-002687,R2-D2 with Light Bluish Gray Head,4
fig-002688,Princess Leia in White Outfit with Small Eyes,4
fig-002689,C-3PO,3
fig-002690,Captain Antilles,5
fig-002691,Shark Army Great White in Scuba Gear,4
fig-002692,Kai (LEGO Ninjago Movie),6
fig-002693,Master Wu (LEGO Ninjago Movie),6
fig-002694,Zane with Quiver (LEGO Ninjago Movie),6
fig-002695,Puffer,5
fig-002696,Shark Army Thug,4
fig-002697,Nya with Cloth Skirt (LEGO Ninjago Movie),6
fig-002698,"Andrea - Dark Turquoise Top, Dark Blue Skirt",4
fig-002699,Lloyd (Skybound),5
fig-002700,"Roxy - Coral Top, Yellow Skirt",5
fig-002701,"Stephanie - Yellow Top, White Apron",4
fig-002702,"David - Lime Shirt, White Apron",4
fig-002703,Doubloon,6
fig-002704,Cole with Neck Bracket and Tile with Clip (Skybound),6
fig-002705,Cole Ghost (Skybound),5
fig-002706,"Lillie - White Jacket, Dark Pink Trousers, Chef's Hat",4
fig-002707,"Olivia - Bright Light Yellow Jacket, Dark Azure Skirt",4
fig-002708,"Stephanie - White Top, Medium Azure Skirt",4
fig-002709,"Mia - Orange Top, Olive Green Skirt",4
fig-002710,"Mia - Blue Plaid Shirt, Dark Purple Skirt",4
fig-002711,Cole (Possession),5
fig-002712,"Olivia - Magenta Top, Bright Light Yellow Skirt",4
fig-002713,"Emma - Light Aqua Top, Light Aqua Skirt",4
fig-002714,"Nina - Medium Azure Jacket, Dark Pink Skirt",4
fig-002715,"Emma - Dark Pink Top, Dark Pink Skirt",4
fig-002716,"Dr. Maria - White Lab Coat, Dark Turquoise Trousers",4
fig-002717,"Andrea - Dark Azure Bikini, Magenta Skirt",4
fig-002718,"Emma - Dark Blue Top, Light Aqua Skirt",4
fig-002719,"Olivia - Bright Light Yellow Top, Bright Light Yellow Skirt",4
fig-002720,"Mia - Lime Top, Dark Purple Skirt",4
fig-002721,Ghost Chain Master Wrayth,4
fig-002722,Zane in Airjitzu Outift with Neck Bracket and Tile with Clip (Possession),6
fig-002723,Frakjaw with Goggles,9
fig-002724,Kruncha,7
fig-002725,Jay DX (The Golden Weapons),4
fig-002726,Samukai,9
fig-002727,Kai DX (The Golden Weapons),4
fig-002728,Nuckal,7
fig-002729,Baby with White Body,2
fig-002730,Zane FS in Spinjitzu Slam Outfit,4
fig-002731,Lloyd (Legacy),4
fig-002732,Wyplash (Legacy),8
fig-002733,Stone Army Scout (Legacy),5
fig-002734,Stone Army Warrior with Red Chin Guard (Legacy),7
fig-002735,Skylor in Jungle Robes (Tournament of Elements),5
fig-002736,Eyezor,4
fig-002737,Eyezorai,3
fig-002738,Master Yang with Neck Bracket and Tile with Clip,7
fig-002739,Cole in Honor Robes (Day of the Departed),5
fig-002740,Jay in Honor Robes (Day of the Departed),5
fig-002741,Kai in Honor Robes (Day of the Departed),5
fig-002742,Zane in Honor Robes (Day of the Departed),5
fig-002743,Chen with Cape,5
fig-002744,Zugu,5
fig-002745,Kapau'rai,3
fig-002746,Lloyd in Jungle Robes with Scabbard (Tournament of Elements),5
fig-002747,Commander Raggmunk,5
fig-002748,Maya,4
fig-002749,Nya with Shoulder Armour (Hands of Time),5
fig-002750,Ray,4
fig-002751,Lil' Nelson,4
fig-002752,Stone Army Scout with Short Legs,6
fig-002753,Cole RX,4
fig-002754,"Pythor P. Chumsworth, White (Day of the Departed)",3
fig-002755,Nya in Honor Robes (Day of the Departed),5
fig-002756,Jay in Honor Robes with Hair (Day of the Departed),6
fig-002757,General Kozu,7
fig-002758,General Cryptor,5
fig-002759,Master Wu with Pearl Gold Hat,5
fig-002760,Lloyd in Honor Robes with Hair (Day of the Departed),5
fig-002761,Lloyd (Hands of Time),4
fig-002762,Vermin,5
fig-002763,Snike,4
fig-002764,Clancee with Shoulder Armour,4
fig-002765,Nadakhan,6
fig-002766,"Zane, Echo Zane",4
fig-002767,Flintlocke with Shoulder Armour,6
fig-002768,Nya (Skybound),5
fig-002769,Jay with Dual Sided Head (Skybound),5
fig-002770,Dogshank (Big Fig),7
fig-002771,Cole Ghost with Head Wrap (Skybound),5
fig-002772,Master Wu (Skybound),6
fig-002773, Sqiffy with Neck Bracket,5
fig-002774,Nya with Neck Bracket and Tile with Clip,6
fig-002775,Kai (Skybound),4
fig-002776,Cole with Hair (Legacy),5
fig-002777,"Blacktron II - Jetpack, No Plate 1 x 1 Round",6
